"name","id","start","end","chromosome"
"OGG1","OGG1",0,0,0
"BTG3","BTG3",0,0,0
"AFF1","AFF1",0,0,0
"IL1R1","IL1R1",0,0,0
"EXOSC2","EXOSC2",0,0,0
"TXN","TXN",0,0,0
"PDGFA","PDGFA",0,0,0
"DRD2","DRD2",0,0,0
"DYRK1B","DYRK1B",0,0,0
"COL7A1","COL7A1",0,0,0
"DHODH","DHODH",0,0,0
"SPATA20","SPATA20",0,0,0
"MSTO2P","MSTO2P",0,0,0
"CAPRIN2","CAPRIN2",0,0,0
"C10orf2","C10orf2",0,0,0
"IER5","IER5",0,0,0
"TSPAN15","TSPAN15",0,0,0
"HOOK2","HOOK2",0,0,0
"WDR3","WDR3",0,0,0
"FAM57A","FAM57A",0,0,0
"PLSCR4","PLSCR4",0,0,0
"MORC4","MORC4",0,0,0
"TINAGL1","TINAGL1",0,0,0
"TIPIN","TIPIN",0,0,0
"ADAT1","ADAT1",0,0,0
"ZNF586","ZNF586",0,0,0
"PRRX2","PRRX2",0,0,0
"ZNF432","ZNF432",0,0,0
"GPR107","GPR107",0,0,0
"CCDC81","CCDC81",0,0,0
"RSPH6A","RSPH6A",0,0,0
"GFOD2","GFOD2",0,0,0
"KANK2","KANK2",0,0,0
"GPR21","GPR21",0,0,0
"VCAN","VCAN",0,0,0
"SSH1","SSH1",0,0,0
"TBC1D2","TBC1D2",0,0,0
"ZNF480","ZNF480",0,0,0
"SLC35C1","SLC35C1",0,0,0
"GNG12","GNG12",0,0,0
"NFKBIZ","NFKBIZ",0,0,0
"ANGPTL4","ANGPTL4",0,0,0
"KCNMB2","KCNMB2",0,0,0
"DPH5","DPH5",0,0,0
"ERRFI1","ERRFI1",0,0,0
"WDR26","WDR26",0,0,0
"MIR21","MIR21",0,0,0
"UGCG","UGCG",0,0,0
"MMGT1","MMGT1",0,0,0
"MRAS","MRAS",0,0,0
"SEMA6A","SEMA6A",0,0,0
"RCSD1","RCSD1",0,0,0
"EYA3","EYA3",0,0,0
"DNER","DNER",0,0,0
"ADAM12","ADAM12",0,0,0
"GOLGA3","GOLGA3",0,0,0
"GPC6","GPC6",0,0,0
"RNF216","RNF216",0,0,0
"ZNF331","ZNF331",0,0,0
"ATG4C","ATG4C",0,0,0
"NXPH3","NXPH3",0,0,0
"MXD1","MXD1",0,0,0
"CDT1","CDT1",0,0,0
"SEMA4D","SEMA4D",0,0,0
"WLS","WLS",0,0,0
"ZNF579","ZNF579",0,0,0
"IL17RD","IL17RD",0,0,0
"CSTF3","CSTF3",0,0,0
"CLRN3","CLRN3",0,0,0
"EXT1","EXT1",0,0,0
"RELA","RELA",0,0,0
"GLIS3","GLIS3",0,0,0
"ZNF879","ZNF879",0,0,0
"TOX3","TOX3",0,0,0
"GALK2","GALK2",0,0,0
"LOC102724156","LOC102724156",0,0,0
"LINC00487","LINC00487",0,0,0
"EPHA8","EPHA8",0,0,0
"HOXD8","HOXD8",0,0,0
"FAXC","FAXC",0,0,0
"PPP6R3","PPP6R3",0,0,0
"ZNF461","ZNF461",0,0,0
"MOGAT2","MOGAT2",0,0,0
"C6orf118","C6orf118",0,0,0
"MBNL1","MBNL1",0,0,0
"CSMD2","CSMD2",0,0,0
"C9orf84","C9orf84",0,0,0
"CDH26","CDH26",0,0,0
"TPTE2P6","TPTE2P6",0,0,0
"NAALAD2","NAALAD2",0,0,0
"EBF4","EBF4",0,0,0
"WFDC10A","WFDC10A",0,0,0
"EVC","EVC",0,0,0
"KRTAP4-11","KRTAP4-11",0,0,0
"ADARB1","ADARB1",0,0,0
"CMTM8","CMTM8",0,0,0
"LOC100190986","LOC100190986",0,0,0
"POLR1A","POLR1A",0,0,0
"PLXNC1","PLXNC1",0,0,0
"RSF1","RSF1",0,0,0
"GATM","GATM",0,0,0
"VPS37D","VPS37D",0,0,0
"SP5","SP5",0,0,0
"WNK3","WNK3",0,0,0
"LOC101928464","LOC101928464",0,0,0
"SCFD2","SCFD2",0,0,0
"ENPP5","ENPP5",0,0,0
"WDR61","WDR61",0,0,0
"CST3","CST3",0,0,0
"XRRA1","XRRA1",0,0,0
"LOC100507201","LOC100507201",0,0,0
"SHE","SHE",0,0,0
"ARHGAP36","ARHGAP36",0,0,0
"CLASP2","CLASP2",0,0,0
"ENDOV","ENDOV",0,0,0
"TMEM229B","TMEM229B",0,0,0
"CORIN","CORIN",0,0,0
"DLGAP1-AS1","DLGAP1-AS1",0,0,0
"UBL7-AS1","UBL7-AS1",0,0,0
"MIR15A","MIR15A",0,0,0
"TRMT10B","TRMT10B",0,0,0
"ERGIC2","ERGIC2",0,0,0
"CARS","CARS",0,0,0
"TMEM161B-AS1","TMEM161B-AS1",0,0,0
"ACAA2","ACAA2",0,0,0
"WDFY3-AS2","WDFY3-AS2",0,0,0
"C6orf132","C6orf132",0,0,0
"ASPH","ASPH",0,0,0
"GNB5","GNB5",0,0,0
"FIGN","FIGN",0,0,0
"GBP2","GBP2",0,0,0
"LOC102724312","LOC102724312",0,0,0
"FLJ16734","FLJ16734",0,0,0
"PATE2","PATE2",0,0,0
"DCAF8","DCAF8",0,0,0
"LOC100507006","LOC100507006",0,0,0
"STK4","STK4",0,0,0
"DAAM1","DAAM1",0,0,0
"DENND4C","DENND4C",0,0,0
"LINC00690","LINC00690",0,0,0
"CLECL1","CLECL1",0,0,0
"ZNF736","ZNF736",0,0,0
"CCDC54","CCDC54",0,0,0
"CHST3","CHST3",0,0,0
"LARS2","LARS2",0,0,0
"KIAA0586","KIAA0586",0,0,0
"KCTD13","KCTD13",0,0,0
"DTX3","DTX3",0,0,0
"WDR48","WDR48",0,0,0
"SLC4A2","SLC4A2",0,0,0
"NSF","NSF",0,0,0
"FOLR3","FOLR3",0,0,0
"HPGDS","HPGDS",0,0,0
"TRAPPC2B","TRAPPC2B",0,0,0
"CCL19","CCL19",0,0,0
"GRIN1","GRIN1",0,0,0
"EVI2B","EVI2B",0,0,0
"MAP3K9","MAP3K9",0,0,0
"DCAF11","DCAF11",0,0,0
"OLFML1","OLFML1",0,0,0
"WDR70","WDR70",0,0,0
"NKAIN1","NKAIN1",0,0,0
"KLRF1","KLRF1",0,0,0
"CCDC7","CCDC7",0,0,0
"TAS2R10","TAS2R10",0,0,0
"OR7E156P","OR7E156P",0,0,0
"DEF8","DEF8",0,0,0
"AGO2","AGO2",0,0,0
"ARHGEF25","ARHGEF25",0,0,0
"DYM","DYM",0,0,0
"EMILIN3","EMILIN3",0,0,0
"POLRMT","POLRMT",0,0,0
"C9orf24","C9orf24",0,0,0
"HDAC5","HDAC5",0,0,0
"ERF","ERF",0,0,0
"ENTPD2","ENTPD2",0,0,0
"ABCA17P","ABCA17P",0,0,0
"LOC100130691","LOC100130691",0,0,0
"SPATA42","SPATA42",0,0,0
"RIMS1","RIMS1",0,0,0
"ZNF688","ZNF688",0,0,0
"LOC101930421","LOC101930421",0,0,0
"WDR41","WDR41",0,0,0
"LYL1","LYL1",0,0,0
"SNX15","SNX15",0,0,0
"GOT2","GOT2",0,0,0
"CTPS1","CTPS1",0,0,0
"RCAN2","RCAN2",0,0,0
"PITPNM1","PITPNM1",0,0,0
"HLA-DMB","HLA-DMB",0,0,0
"CDC6","CDC6",0,0,0
"S100A2","S100A2",0,0,0
"PROM1","PROM1",0,0,0
"GLDC","GLDC",0,0,0
"URB2","URB2",0,0,0
"TNFRSF6B","TNFRSF6B",0,0,0
"ADCY8","ADCY8",0,0,0
"RFPL2","RFPL2",0,0,0
"IL2","IL2",0,0,0
"ALK","ALK",0,0,0
"GPR15","GPR15",0,0,0
"UPK1B","UPK1B",0,0,0
"SAR1A","SAR1A",0,0,0
"SC5D","SC5D",0,0,0
"DCXR","DCXR",0,0,0
"PCOLCE2","PCOLCE2",0,0,0
"LRRC49","LRRC49",0,0,0
"NEK11","NEK11",0,0,0
"ZBED2","ZBED2",0,0,0
"KCNE5","KCNE5",0,0,0
"HAO1","HAO1",0,0,0
"ANKRD36B","ANKRD36B",0,0,0
"CLEC4A","CLEC4A",0,0,0
"SUV420H1","SUV420H1",0,0,0
"RASA3","RASA3",0,0,0
"UXS1","UXS1",0,0,0
"PCDH18","PCDH18",0,0,0
"CDYL2","CDYL2",0,0,0
"LGR6","LGR6",0,0,0
"SOX2","SOX2",0,0,0
"FAAP100","FAAP100",0,0,0
"LOC90784","LOC90784",0,0,0
"ENPP1","ENPP1",0,0,0
"MRPL2","MRPL2",0,0,0
"ATXN7L2","ATXN7L2",0,0,0
"SORD","SORD",0,0,0
"NPIPB3","NPIPB3",0,0,0
"LOC153684","LOC153684",0,0,0
"TRIM69","TRIM69",0,0,0
"NPSR1-AS1","NPSR1-AS1",0,0,0
"ZNF71","ZNF71",0,0,0
"LINC00521","LINC00521",0,0,0
"SNTG1","SNTG1",0,0,0
"TMEM151A","TMEM151A",0,0,0
"CREBBP","CREBBP",0,0,0
"RAD52","RAD52",0,0,0
"SYTL3","SYTL3",0,0,0
"GNL1","GNL1",0,0,0
"RCOR3","RCOR3",0,0,0
"IQGAP2","IQGAP2",0,0,0
"TCEA3","TCEA3",0,0,0
"ZFHX3","ZFHX3",0,0,0
"TRAPPC9","TRAPPC9",0,0,0
"MPHOSPH6","MPHOSPH6",0,0,0
"DNAJB4","DNAJB4",0,0,0
"AATK","AATK",0,0,0
"EFEMP2","EFEMP2",0,0,0
"SHC1","SHC1",0,0,0
"ABCA12","ABCA12",0,0,0
"GPAA1","GPAA1",0,0,0
"GALNT7","GALNT7",0,0,0
"ARRDC1-AS1","ARRDC1-AS1",0,0,0
"NIPSNAP3A","NIPSNAP3A",0,0,0
"ZNF672","ZNF672",0,0,0
"SUZ12","SUZ12",0,0,0
"ACOT9","ACOT9",0,0,0
"OR5V1","OR5V1",0,0,0
"EIF3H","EIF3H",0,0,0
"TBX19","TBX19",0,0,0
"ABCF1","ABCF1",0,0,0
"TXNIP","TXNIP",0,0,0
"SGK1","SGK1",0,0,0
"ARPC1B","ARPC1B",0,0,0
"COPS3","COPS3",0,0,0
"EIF2B2","EIF2B2",0,0,0
"MCRS1","MCRS1",0,0,0
"CRELD1","CRELD1",0,0,0
"SYT1","SYT1",0,0,0
"ZP3","ZP3",0,0,0
"IMPDH1","IMPDH1",0,0,0
"SLC16A2","SLC16A2",0,0,0
"INA","INA",0,0,0
"PIK3C2B","PIK3C2B",0,0,0
"MYL5","MYL5",0,0,0
"HCAR3","HCAR3",0,0,0
"CRLF3","CRLF3",0,0,0
"GPA33","GPA33",0,0,0
"KL","KL",0,0,0
"B4GALNT1","B4GALNT1",0,0,0
"CHRNA5","CHRNA5",0,0,0
"SLC10A1","SLC10A1",0,0,0
"DEFA4","DEFA4",0,0,0
"ZNF304","ZNF304",0,0,0
"FOXB1","FOXB1",0,0,0
"C1S","C1S",0,0,0
"SLC25A11","SLC25A11",0,0,0
"SF3B4","SF3B4",0,0,0
"MYL1","MYL1",0,0,0
"ARC","ARC",0,0,0
"RB1","RB1",0,0,0
"CHRNA3","CHRNA3",0,0,0
"METTL13","METTL13",0,0,0
"TMEM41B","TMEM41B",0,0,0
"DAAM2","DAAM2",0,0,0
"PIKFYVE","PIKFYVE",0,0,0
"BICD2","BICD2",0,0,0
"FTL","FTL",0,0,0
"ZNF248","ZNF248",0,0,0
"VAMP1","VAMP1",0,0,0
"LIPE","LIPE",0,0,0
"SMARCA5","SMARCA5",0,0,0
"PDS5A","PDS5A",0,0,0
"CCL8","CCL8",0,0,0
"GRM5","GRM5",0,0,0
"SEPT6","SEPT6",0,0,0
"YWHAZ","YWHAZ",0,0,0
"FMO6P","FMO6P",0,0,0
"ANO3","ANO3",0,0,0
"TFR2","TFR2",0,0,0
"B3GALT4","B3GALT4",0,0,0
"HNF1A","HNF1A",0,0,0
"TYMS","TYMS",0,0,0
"ITPK1","ITPK1",0,0,0
"YEATS4","YEATS4",0,0,0
"MRPS17","MRPS17",0,0,0
"FAM206A","FAM206A",0,0,0
"PRR7","PRR7",0,0,0
"CYTL1","CYTL1",0,0,0
"TMC7","TMC7",0,0,0
"PIGZ","PIGZ",0,0,0
"LRRC37A","LRRC37A",0,0,0
"PRPF39","PRPF39",0,0,0
"SNORA5B","SNORA5B",0,0,0
"PRO2964","PRO2964",0,0,0
"RUNX1-IT1","RUNX1-IT1",0,0,0
"CHRNA9","CHRNA9",0,0,0
"ZNF155","ZNF155",0,0,0
"SHTN1","SHTN1",0,0,0
"ADAMTS1","ADAMTS1",0,0,0
"MKNK2","MKNK2",0,0,0
"IGF2BP2","IGF2BP2",0,0,0
"KCNH7","KCNH7",0,0,0
"SUFU","SUFU",0,0,0
"VAV3","VAV3",0,0,0
"GPAT3","GPAT3",0,0,0
"NT5C1A","NT5C1A",0,0,0
"GPR61","GPR61",0,0,0
"MGAT4B","MGAT4B",0,0,0
"TMEM248","TMEM248",0,0,0
"TMEM125","TMEM125",0,0,0
"PLEKHG1","PLEKHG1",0,0,0
"NBEA","NBEA",0,0,0
"TMEM192","TMEM192",0,0,0
"MBTPS2","MBTPS2",0,0,0
"MORN2","MORN2",0,0,0
"HEYL","HEYL",0,0,0
"PHF21A","PHF21A",0,0,0
"HAPLN3","HAPLN3",0,0,0
"CITED2","CITED2",0,0,0
"ATCAY","ATCAY",0,0,0
"TUBGCP4","TUBGCP4",0,0,0
"UBE2H","UBE2H",0,0,0
"TIPRL","TIPRL",0,0,0
"ATXN2L","ATXN2L",0,0,0
"KBTBD3","KBTBD3",0,0,0
"SMARCA2","SMARCA2",0,0,0
"WDR60","WDR60",0,0,0
"PRTG","PRTG",0,0,0
"DEFB123","DEFB123",0,0,0
"PRCD","PRCD",0,0,0
"BAG5","BAG5",0,0,0
"ST6GALNAC5","ST6GALNAC5",0,0,0
"CREM","CREM",0,0,0
"MLYCD","MLYCD",0,0,0
"RTN4RL1","RTN4RL1",0,0,0
"NWD2","NWD2",0,0,0
"PCSK4","PCSK4",0,0,0
"GPRC5C","GPRC5C",0,0,0
"DNAJB13","DNAJB13",0,0,0
"CMTM1","CMTM1",0,0,0
"LOC101929709","LOC101929709",0,0,0
"LINC01015","LINC01015",0,0,0
"ASCL5","ASCL5",0,0,0
"GJB6","GJB6",0,0,0
"PSMD6","PSMD6",0,0,0
"FBXO11","FBXO11",0,0,0
"LOC101927272","LOC101927272",0,0,0
"CELF5","CELF5",0,0,0
"KIAA1683","KIAA1683",0,0,0
"JHDM1D-AS1","JHDM1D-AS1",0,0,0
"LINC00589","LINC00589",0,0,0
"DDX11","DDX11",0,0,0
"ZFP92","ZFP92",0,0,0
"SPEF2","SPEF2",0,0,0
"TOR4A","TOR4A",0,0,0
"KATNAL2","KATNAL2",0,0,0
"STYXL1","STYXL1",0,0,0
"TTLL9","TTLL9",0,0,0
"LOC100996255","LOC100996255",0,0,0
"ELOVL3","ELOVL3",0,0,0
"SLC37A1","SLC37A1",0,0,0
"SSTR1","SSTR1",0,0,0
"ESCO1","ESCO1",0,0,0
"LMNTD2","LMNTD2",0,0,0
"FAM71F1","FAM71F1",0,0,0
"TADA2B","TADA2B",0,0,0
"PMS1","PMS1",0,0,0
"ID2-AS1","ID2-AS1",0,0,0
"LOC100507277","LOC100507277",0,0,0
"PPP2R2A","PPP2R2A",0,0,0
"AGTRAP","AGTRAP",0,0,0
"ADPRH","ADPRH",0,0,0
"CCL28","CCL28",0,0,0
"KCNK9","KCNK9",0,0,0
"LOC644794","LOC644794",0,0,0
"AGAP3","AGAP3",0,0,0
"AGO1","AGO1",0,0,0
"LOC730961","LOC730961",0,0,0
"SLX4","SLX4",0,0,0
"LOC101927841","LOC101927841",0,0,0
"PRR32","PRR32",0,0,0
"FAM3C","FAM3C",0,0,0
"RHOBTB3","RHOBTB3",0,0,0
"HS3ST5","HS3ST5",0,0,0
"TINAG","TINAG",0,0,0
"ISM1-AS1","ISM1-AS1",0,0,0
"DAB2","DAB2",0,0,0
"YWHAEP7","YWHAEP7",0,0,0
"SEC14L3","SEC14L3",0,0,0
"GAB3","GAB3",0,0,0
"LINC01348","LINC01348",0,0,0
"TRIM58","TRIM58",0,0,0
"QKI","QKI",0,0,0
"XBP1","XBP1",0,0,0
"HECTD1","HECTD1",0,0,0
"UBE2U","UBE2U",0,0,0
"PDE1A","PDE1A",0,0,0
"DLEU2","DLEU2",0,0,0
"TANK","TANK",0,0,0
"VSTM4","VSTM4",0,0,0
"TTC27","TTC27",0,0,0
"SPRED1","SPRED1",0,0,0
"NCK1","NCK1",0,0,0
"LINC00610","LINC00610",0,0,0
"FAM9C","FAM9C",0,0,0
"C16orf52","C16orf52",0,0,0
"CAPZB","CAPZB",0,0,0
"ZNF337","ZNF337",0,0,0
"GINS3","GINS3",0,0,0
"MMP24","MMP24",0,0,0
"COL8A2","COL8A2",0,0,0
"IFT74","IFT74",0,0,0
"CALML4","CALML4",0,0,0
"EXOSC4","EXOSC4",0,0,0
"PSMG3","PSMG3",0,0,0
"ZNF83","ZNF83",0,0,0
"SLC9A2","SLC9A2",0,0,0
"PLEKHM2","PLEKHM2",0,0,0
"TUBB","TUBB",0,0,0
"CEP85L","CEP85L",0,0,0
"MALRD1","MALRD1",0,0,0
"BUB1B","BUB1B",0,0,0
"GSTTP1","GSTTP1",0,0,0
"EXOSC10","EXOSC10",0,0,0
"PRSS16","PRSS16",0,0,0
"TAF5","TAF5",0,0,0
"TMEM40","TMEM40",0,0,0
"MFSD3","MFSD3",0,0,0
"TMEM63A","TMEM63A",0,0,0
"NUDT17","NUDT17",0,0,0
"C20orf141","C20orf141",0,0,0
"SCRIB","SCRIB",0,0,0
"TEX38","TEX38",0,0,0
"FAM184B","FAM184B",0,0,0
"LOC284933","LOC284933",0,0,0
"GPLD1","GPLD1",0,0,0
"KIR2DL4","KIR2DL4",0,0,0
"BFSP1","BFSP1",0,0,0
"AURKA","AURKA",0,0,0
"HIST1H2BM","HIST1H2BM",0,0,0
"TRAV12-2","TRAV12-2",0,0,0
"MAPKAPK2","MAPKAPK2",0,0,0
"NOC4L","NOC4L",0,0,0
"DDX25","DDX25",0,0,0
"POMT2","POMT2",0,0,0
"ABHD17B","ABHD17B",0,0,0
"OAF","OAF",0,0,0
"DNAJC15","DNAJC15",0,0,0
"ARSB","ARSB",0,0,0
"WFDC3","WFDC3",0,0,0
"PLEKHA8","PLEKHA8",0,0,0
"NEK6","NEK6",0,0,0
"LOC100131180","LOC100131180",0,0,0
"CCDC93","CCDC93",0,0,0
"SYNPO2","SYNPO2",0,0,0
"SNX7","SNX7",0,0,0
"B3GALT5","B3GALT5",0,0,0
"SS18L2","SS18L2",0,0,0
"CPXM2","CPXM2",0,0,0
"SLC25A6","SLC25A6",0,0,0
"RNF180","RNF180",0,0,0
"CEPT1","CEPT1",0,0,0
"TNK1","TNK1",0,0,0
"JTB","JTB",0,0,0
"ATP9B","ATP9B",0,0,0
"ATHL1","ATHL1",0,0,0
"HACD1","HACD1",0,0,0
"CDKL3","CDKL3",0,0,0
"KIF25","KIF25",0,0,0
"YPEL3","YPEL3",0,0,0
"APCDD1L","APCDD1L",0,0,0
"ZKSCAN2","ZKSCAN2",0,0,0
"FCRL1","FCRL1",0,0,0
"FKBP5","FKBP5",0,0,0
"MEN1","MEN1",0,0,0
